x;y;z;r
-99.8121;0.00486572;0.0312572;0
-99.8116;0.0048815;0.0313318;0
-99.8111;0.00489732;0.0314064;0
-99.8107;0.00491317;0.0314812;0
-99.8102;0.00492906;0.031556;0
-99.8097;0.00494497;0.0316309;0
-99.8093;0.00496092;0.0317059;0
-99.8088;0.00497691;0.031781;0
-99.8083;0.00499292;0.0318562;0
-99.8078;0.00500897;0.0319315;0
-99.8074;0.00502506;0.0320069;0
-99.8069;0.00504117;0.0320824;0
-99.8064;0.00505732;0.0321579;0
-99.8059;0.0050735;0.0322335;0
-99.8055;0.00508971;0.0323092;0
-99.805;0.00510596;0.032385;0
-99.8045;0.00512224;0.0324608;0
-99.804;0.00513856;0.0325367;0
-99.8036;0.00515491;0.0326128;0
-99.8031;0.00517129;0.0326889;0
-99.8026;0.00518771;0.0327651;0
-99.8021;0.00520417;0.0328414;0
-99.8016;0.00522066;0.0329178;0
-99.8012;0.00523718;0.0329942;0
-99.8007;0.00525374;0.0330708;0
-99.8002;0.00527033;0.0331474;0
-99.7997;0.00528695;0.0332241;0
-99.7992;0.00530361;0.0333009;0
-99.7987;0.0053203;0.0333778;0
-99.7983;0.00533703;0.0334547;0
-99.7978;0.00535379;0.0335317;0
-99.7973;0.00537059;0.0336088;0
-99.7968;0.00538743;0.033686;0
-99.7963;0.0054043;0.0337633;0
-99.7958;0.00542121;0.0338407;0
-99.7953;0.00543816;0.0339181;0
-99.7948;0.00545514;0.0339956;0
-99.7944;0.00547215;0.0340732;0
-99.7939;0.0054892;0.0341509;0
-99.7934;0.00550628;0.0342287;0
-99.7929;0.00552339;0.0343065;0
-99.7924;0.00554054;0.0343844;0
-99.7919;0.00555773;0.0344624;0
-99.7914;0.00557495;0.0345405;0
-99.7909;0.00559222;0.0346186;0
-99.7904;0.00560952;0.0346968;0
-99.7899;0.00562686;0.0347751;0
-99.7894;0.00564423;0.0348535;0
-99.7889;0.00566164;0.0349319;0
-99.7884;0.00567908;0.0350105;0
-99.7879;0.00569656;0.0350891;0
-99.7874;0.00571407;0.0351678;0
-99.7869;0.00573162;0.0352465;0
-99.7864;0.0057492;0.0353254;0
-99.7859;0.00576682;0.0354043;0
-99.7854;0.00578448;0.0354832;0
-99.7849;0.00580217;0.0355623;0
-99.7844;0.0058199;0.0356414;0
-99.7839;0.00583767;0.0357206;0
-99.7834;0.00585548;0.0357998;0
-99.7829;0.00587332;0.0358791;0
